REGISTRY_CODE,IDENTIFIER_IN_REG,INSTALLATION_NAME,INSTALLATION_IDENTIFIER,PERMIT_IDENTIFIER,MAIN_ACTIVITY_TYPE_CODE,Comment,PRTR_ID,tot,bio,est_bio,Verified,ALLOCATED_2015,ALLOCATED_RESERVE_2015,ALLOCATED_TRANSITIONAL_2015,,ACCOUNT_CLOSURE
IT,Operator Account,CORSICO VETRO SRL,115,IT-A-139,7,,,,,,63573,43006,0,0,,OPEN
IT,Operator Account,Unicalce - Stabilimento di Lisso,907,IT-A-1352,6,,,,,,63451,64318,0,0,,OPEN
IT,Operator Account,CARTIERA DI CARBONERA SPA,688,IT-A-1023,9,,,,,,63416,27579,0,0,,OPEN
IT,Operator Account,CENTRALE TERMOELETTRICA DI SANTA BARBARA,416,IT-A-630,1,,,,,,63226,0,0,0,,OPEN
FR,CRISTAL UNION Ets de Sillery,CRISTAL UNION Ets de Sillery,230,5701498,20,,,,,,63213,59140,0,0,,OPEN
NL,A12/CPP Petrogas E&P Netherlands B.V.,A12/CPP Petrogas E&P Netherlands B.V.,203828,NL-200800059,20,,,,,,63192,47370,0,0,,OPEN
IT,Operator Account,PONTELONGO,283,IT-A-353,1,,,,,,63179,63544,0,0,,OPEN
FR,CARTONNERIES DE GONDARDENNES,Cartonneries de Gondardennes SA,904,7000492,35,,,,,,63177,49736,0,0,,OPEN
IT,Operator Account,SAN ZENO ACCIAI - DUFERCO SRL,174,IT-A-213,5,,,,,,63074,45192,0,0,,OPEN
GR,CAOHELTHES,CaO HELLAS ?????????? ???????????? ???? (?????),79,11-jul,30,,,,,,63035,72802,0,0,,OPEN
SE,KVV Torsvik,KVV Torsvik,160,06-563-000427-2004,20,,,,,,63032,52445,0,0,,OPEN
PL,KOT?OWNIA,KOT?OWNIA ZAK?ADY T?USZCZOWE BODACZÓW,355,PL-0618-05,1,,,,,,62996,24596,6134,0,,OPEN
ES,Celulosas de Asturias S.A.,Celulosas de Asturias S.A.,211,ES033309000225,35,,,,,,62871,49135,0,0,,15-apr-15
ES,Cogeneración - Corporación Alimentaria Peñasanta,Cogeneración - Corporación Alimentaria Peñasanta,199,ES033301000213,20,,,,,,62791,29029,0,0,,OPEN
FR,INDUSTEEL FRANCE - CREUSOT,INDUSTEEL FRANCE - CREUSOT,139,5401151,24,,,,,,62784,70530,0,0,,OPEN
NL,Total offshore platform L7 Central Complex,Total offshore platform L7 Central Complex,205727,NL-200400190,20,,,,,,62737,48656,0,0,,OPEN
BE,411 CL Warneton,CL Warneton,205932,WAI316P153,20,,,,,,62709,0,51413,0,,16-feb-15
HU,Operator Account:HU129,MOL Rt. Algyo Technológiai Ipartelep,127,HU-UHG5480-1-04,1,,,,,,62705,118339,0,0,,OPEN
ES,Porcelanosa S.A.,Porcelanosa S.A.,986,ES101201001144,32,,,,,,62700,77828,0,0,,OPEN
DE,274 - Anlagenkonto,Werk Obernkirchen,256,14250-0072,31,,,,,,62683,42214,0,0,,OPEN
DE,146 - Anlagenkonto,Fels KK NSO 4-5 Rübeland,128,14240-0009,30,,,,,,62665,50719,0,0,,OPEN
FR,Yara France - Usine d'Ambes,YARA FRANCE - USINE D'AMBES,72,5200259,20,,,,,,62660,118417,0,0,,OPEN
NL,Chemelot BKG 05,Chemelot BKG 05,204629,NL-200400161D,20,,,,,,62652,71072,0,0,,OPEN
IT,Operator Account,Lonza Stabilimento di San Giovanni Valdarno,419,IT-A-634,1,,,,,,62646,55621,0,0,,OPEN
GB,Operator Account,Montrose Alpha,27,GB-DTI2700,20,,,,,,62626,0,0,0,,OPEN
CZ,Teplárna Písek,Teplárna Písek,169,CZ-0265-05,1,,,,,,62567,26138,0,5558,,OPEN
DE,667 - Anlagenkonto,Heizkraftwerk,649,14310-0032,20,,,,,,62552,63625,0,0,,OPEN
IT,Stabilimento di SOLIGNANO,Stabilimento di Solignano,202507,IT-A-2230,32,,,,,,62508,60153,0,0,,OPEN
NL,Klesch Aluminium Delfzijl B.V.,Klesch Aluminium Delfzijl B.V.,206186,NL-200400079,26,,,,,,62399,30908,0,0,,OPEN
AT,Sandoz Werk Kundl,Sandoz Werk Kundl,6,ICH106,20,,,,,,62361,68664,0,0,,OPEN
NO,Gassco AS Kollsnes gassanlegg,Gassco AS Kollsnes gassanlegg,22,NO-2006-81,1,,,,,,62325,66908,0,0,,OPEN
FR,Cpte de dépôt Usine de Vauxrot,ST GOBAIN EMBALLAGE Usine de Vauxrot,9,5100257,31,,,,,,62250,56145,0,0,,25-jan-16
DE,1645 - Anlagenkonto,Industriekraftwerk Breuberg,1627,14310-1120,20,,,,,,62220,38650,0,0,,OPEN
PL,Energetyka Cieszy?ska Sp. z o.o.,Energetyka Cieszy?ska Sp. z o.o.,56,PL-0060-05,20,,,,,,62082,39100,0,0,,OPEN
ES,Gas Natural Fenosa Generación S.L.U. - CTCC de Sabón,CCC Sabón,649,ES121501000748,20,,,,,,62072,-1,-1,-1,,OPEN
GB,Sinfin,Rolls-Royce - Sinfin,337,UK-E-IN-11687,1,,,,,,62009,50531,0,0,,OPEN
FR,OI MANUFACTURING France GIRONCOURT,O-I MANUFACTURING FRANCE GIRONCOURT,502,6202256,31,,,,,,61972,52651,0,0,,OPEN
RO,Operator Account,CET TIMISOARA  Centru,83,RO-172-2013,20,,,,,,61950,25021,0,0,,OPEN
CZ,CS CABOT spol. s r.o.,CS CABOT spol. s r.o.,201951,CZ-0457-13,99,,,,,,61939,188213,0,0,,OPEN
ES,Atlantic Copper S.A.,Atlantic Copper S.A.,16,ES012101000016,25,,,,,,61832,83383,0,0,,OPEN
FR,UGITECH SA - Site d'Ugine,UGITECH SA - Site d'Ugine,439,6104505,24,,,,,,61786,60443,0,0,,OPEN
DE,Walzwerk Burbach,Walzwerk Burbach,202690,14226-0069,25,,,,,,61766,75319,0,0,,OPEN
FI,Päästö Salo:FI533,Salon voimalaitos,386,FI-70531104,20,,,,,,61759,29878,0,0,,OPEN
DE,AIR LIQUIDE Deutschland GmbH-SMR DOR III,SMR DOR III,207007,14611-0016,43,,,,,,61732,0,27242,0,,OPEN
FI,Flybe Finland,27086,200175,7/69/2009,10,,,,,,61695,27469,0,0,,OPEN
HU,Operator Account:HU156,Nyíregyházi Telephely,154,HU-UHG5339-1-04,20,,,,,,61644,40835,0,0,,OPEN
FR,CPTE CONDAT,CONDAT,69,5200086,35,,,,,,61614,132700,0,0,,OPEN
BE,149 Prayon Engis,Prayon Engis,149,WAI090P074,1,,,,,,61604,141326,0,0,,OPEN
GB,SABIC North Tees Aromatics,North tees Aromatics,878,UK-E-IN-11556,1,,,,,,61602,69040,0,0,,OPEN
FR,CHAMTOR,CHAMTOR,234,5701552,1,,,,,,61492,50718,0,0,,OPEN
FR,001 DC D67172A EES Centrale à vapeur,EBANGE ENERGIE SERVICE Centrale à vapeur,525,6206553,20,,,,,,61290,0,0,0,,OPEN
SE,Linköping KVV,Linköping KVV,280,05-563-018561-2004,1,,,,,,61239,91764,0,0,,OPEN
RO,Operator Account,TMK - ARTROM S.A.,213,RO-80-2013,25,,,,,,61214,49464,0,0,,OPEN
GB,Allied Glass Trading,AGC Leeds,955,UK-E-IN-11533,7,,,,,,61174,49497,0,0,,OPEN
EE,Estonian Air as,18219,200417,Version 3,10,,,,,,61092,32448,0,0,,OPEN
HU,Operator Account:HU62,O-I Manufacturing Magyarország Kft.,60,HU-UHG5310-7-04,7,,,,,,61068,40117,0,0,,OPEN
DE,1244 - Anlagenkonto,Kesselhaus Stadtallendorf,1226,14310-0670,20,,,,,,61053,23480,0,0,,OPEN
HR,Rockwool Adriatic d.o.o.,Rockwool Adriatiic d.o.o.,204298,HR-283,33,,,,,,61023,34984,0,0,,OPEN
DE,Bandbeschichtungsanlage 1+2,Bandbeschichtungsanlage 1+2,206016,14226-0072,25,,,,,,60927,-1,-1,-1,,OPEN
FR,ArcelorMittal Atlantique Lorraine - Montataire,ArcelorMittal Atlantique Lorraine - Montataire,34,5101363,20,,,,,,60906,57462,0,0,,OPEN
GB,KC Barrow Mill,Barrow Mill,1015,UK-E-IN-11601,9,,,,,,60903,46528,0,0,,OPEN
DE,Zuckerfabrik Offenau - Kalkofen,Zuckerfabrik Offenau - Kalkofen,3697,14240-0083,30,,,,,,60893,54639,0,0,,OPEN
GB,British Salt Trading,British Salt Ltd. Middlewich Site,844,UK-E-IN-11973,20,,,,,,60821,54959,0,0,,OPEN
DE,1754 - Anlagenkonto,Kesselanlage Cloppenburg,1736,14310-1280,20,,,,,,60654,49202,0,0,,OPEN
RO,Statia de comprimare Bulbuceni- Solar Turbines,Statia de comprimare Bulbuceni- Solar Turbines,294,RO-136-2013,20,,,,,,60648,33992,0,0,,OPEN
FR,E.C.L Duin,ECL DUIN,391,6103219,29,,,,,,60634,72520,0,0,,OPEN
IT,Operator Account,Concessione Fiume Treste Stoccaggio,489,IT-A-729,1,,,,,,60614,21882,0,0,,OPEN
SK,Tate & Lyle Boleraz s.r.o.,Tate & Lyle Boleraz s.r.o.,3,207-002-2012,20,,,,,,60606,40793,0,0,,OPEN
DE,Glocke Walzwerk,Glocke Walzwerk,202663,14226-0049,24,,,,,,60596,63041,0,0,,OPEN
DE,Zuckerfabrik Rain Kalkofen,Zuckerfabrik Rain Kalkofen,3694,14240-0087,30,,,,,,60576,51097,0,0,,OPEN
IT,Fornaci F.lli Zulian srl,FORNACI ZULIAN s.r.l.,1172,IT-A-1519,6,,,,,,60560,120964,0,0,,OPEN
DE,HKM KMT-Anlage,Kohlenmahl- und Trocknungsanlage,203771,14310-1477,20,,,,,,60487,-1,-1,-1,,OPEN
GB,Weston Point CHP Station,Weston Point CHP Station,302,UK-E-IN-11651,1,chp,,,,,60479,80474,0,0,,OPEN
FR,CPCU GRENELLE,CPCU - Chaufferie de Grenelle,730,6506240,20,,,,,,60422,15721,0,0,,OPEN
ES,Bunge Ibérica S.A. - Fábrica de Zierbena,Bunge Ibérica S.A. - Fábrica de Zierbena,1042,ES194801001201,20,,,,,,60293,41950,0,0,,OPEN
FI,Kemin tehdas:FI322,Kemin tehdas,414,FI-54831104,9,,,,,,60253,32988,0,0,,OPEN
NL,NAM B.V. Gasproductie- en gascompressie-installatie Ameland Westgat,NAM B.V. Gasproductie en gascompressie-installatie,205886,NL-200400273,20,,,,,,60215,48620,0,0,,OPEN
ES,Papel Aralar S.A.,Papel Aralar S.A.,782,ES192009000921,36,,,,,,60207,27766,5051,0,,OPEN
SE,Korstaverket,Korstaverket,232,22-563-013283-2004,1,,,,,,60189,83102,0,0,,OPEN
IT,Operator Account,Cartiere Modesto Cardella S.p.A.,383,IT-A-587,9,,,,,,60166,45028,0,0,,OPEN
BE,295 3B-Fibreglass Battice,3B-Fibreglass Battice,295,WAI084P018,7,,,,,,60165,52060,0,0,,OPEN
DE,Werk Wirges,Anlage zur Herstellung von Glas Wirges,218,14250-0033,31,,,,,,60121,52839,0,0,,OPEN
ES,VIESGO GENERACIÓN S.L. - Tarragona,E.ON GENERACIÓN S.L. - Tarragona,437,ES084301000523,20,,,,,,60113,-1,-1,-1,,OPEN
SK,Žirany,Calmit spol. s r.o. závod Žirany,17,403-004-2012,30,,,,,,60086,68739,0,0,,OPEN
ES,SAMCA Onda - S.A. Minera Catalano Aragonesa,Cogeneración S.A. Minera Catalano Aragonesa,533,ES101208000623,32,,,,,,60037,18746,0,0,,OPEN
FI,Pursialan lämmitysvoimalaitos:FI38,Pursialan lämmitysvoimalaitos,34,FI-58331104,1,,,,,,59999,66204,0,0,,OPEN
AT,AMAG casting GmbH,AMAG casting GmbH,201866,INE266,27,,,,,,59938,37363,13529,0,,06-feb-15
FI,Leppäkosken Sähkö,Nokian voimalaitos,490,FI-38331104,20,,,,,,59928,39070,0,0,,OPEN
GB,St Fergus North Sea Gas Terminal,St Fergus North Sea Gas Terminal,621,UK-S-IN-12359,1,,,,,,59796,51819,0,0,,OPEN
IE,Stobart Air Operator account,131,202938,EM10004 Aer Arann AEMP,10,,,,,,59749,24712,0,0,,OPEN
NL,Royal Pride Holland B.V.,Royal Pride Holland B.V.,213,NL-200700013,20,,,,,,59723,24745,0,0,,OPEN
DE,Acrolein Anlage,Acrolein Anlage,202847,14616-0032,42,,,,,,59710,48410,0,0,,OPEN
ES,Onda Cogeneración S.L.,Onda Cogeneración S.L.,539,ES101208000629,32,,,,,,59689,39203,0,0,,OPEN
FR,PCE - Fort de l'Est - Saint-Denis,PCE - Fort de l'Est - Saint-Denis,1126,6506446,20,,,,,,59672,36912,0,0,,OPEN
DE,255 - Anlagenkonto,Glasfabrik Lohr,237,14250-0053,31,,,,,,59603,42093,0,0,,OPEN
NO,A/S Norske Shell Ormen Lange landanlegg,A/S Norske Shell Ormen Lange landanlegg,54,NO-2006-80,1,,,,,,59572,23988,0,0,,OPEN
NL,Eska Graphic Board Hoogezand,Eska Graphic Board Hoogezand,81,NL-200400136,36,,,,,,59566,48669,0,0,,OPEN
DE,141 - Anlagenkonto,Fels KG NSO Katlenburg-Lindau,123,14240-0004,30,,,,,,59557,40143,0,0,,OPEN
DE,Knauf Gips KG Iphofen,Iphofen Werk I,202521,14642-0011,34,,,,,,59530,74839,0,0,,OPEN
NL,Eastman Chemical Middelburg BV,Eastman Chemical Middelburg BV,112,NL-200400167,43,,,,,,59488,44386,0,0,,OPEN
IT,Maranello,centrale di trigenerazione di Maranello,1097,IT-A-1592,1,,,,,,59437,0,0,0,,OPEN
GB,Bristow Helicopters,629,203016,UK-E-AV-06733,10,,,,,,59372,5402,0,0,,27-mar-15
FR,QUOTA GES PAPETERIES DE CHAMPAGNE,EMIN LEYDIER NOGENT,250,5702721,35,,,,,,59360,62808,0,0,,07-sep-15
ES,Bioenergía Santamaría S.A.,Bioenergía Santamaría S.A.,27,ES011401000027,20,,,,,,59304,33440,0,0,,OPEN
NL,Ardagh Glass Moerdijk B.V.,Ardagh Glass Moerdijk B.V.,135,NL-200400118,31,,,,,,59227,52768,0,0,,OPEN
IT,Marazzi Group - Sassuolo,Marazzi Group S.R.L. a socio unico - Sassuolo,205908,IT-A-2194,32,,,,,,59188,66525,0,0,,OPEN
RO,SC ENET SA Focsani,SC ENET SA Focsani,120,RO-198-2013,20,,,,,,59039,45571,0,0,,OPEN
DE,Eisenoxid-Betrieb UER,Eisenoxid-Betrieb,202855,14310-1833,20,,,,,,58995,46177,0,0,,OPEN
SK,VOLKSWAGEN SLOVAKIA a.s.,Volkswagen Slovakia a.s. Bratislava,154,104-004-2012,20,,,,,,58972,55732,8880,0,,OPEN
IT,Conto CO2 Metinvest Trametal,Metinvest Trametal,205592,IT-A-2183,25,,,,,,58911,29551,0,0,,OPEN
NL,Wintershall Noordzee B.V. P6-A,Wintershall Noordzee B.V. P6-A,203855,NL-200400179,20,,,,,,58855,40328,0,0,,OPEN
DE,Wepa Kraftwerk GmbH,Heizkraftwerk_MKG,205498,14310-1840,20,,,,,,58810,-1,-1,-1,,OPEN
FR,SEYFERT PAPER,SEYFERT PAPER,1062,10000663,35,,,,,,58781,42194,0,0,,OPEN
FI,TERVAPAASTO:FI450,Tervakosken tehtaat,438,FI-29331104,9,,,,,,58739,69150,0,0,,OPEN
DE,Eurowings GmbH,2034,207497,19550-0693,10,,,,,,58737,-1,-1,-1,,OPEN
DE,184 - Clauen,Kalkbrennanlage Clauen,166,14240-0050,30,,,,,,58710,40427,0,0,,OPEN
FR,UEM Chambrière,UEM Centrale de Chambière,488,6201561,20,,,,,,58677,52005,0,0,,OPEN
IT,FERRIERA VALSIDER SPA,FERRIERA VALSIDER SPA,205517,IT-A-2253,25,,,,,,58596,47513,0,0,,OPEN
DE,Hamburger Handelsgesellschaft mbH & Co. KG - Anlagenkonto,GuD-Anlage (Gasturbine- und Dampferzeugungsanlage),4161,14310-1758,20,,,,,,58518,-1,-1,-1,,OPEN
DK,EVK Industrivej,Viborg Kraftvarme A/S,5,TCO2-1069,20,,,,,,58466,20312,0,0,,OPEN
PL,CIEP?OWNIA FUB,CIEP?OWNIA FUB KOSZALIN,134,PL-0177-05,1,,,,,,58464,29422,0,0,,OPEN
GB,Murchison,Murchison,51,GB-DTI6500,1,,,,,,58434,21687,0,0,,OPEN
DE,955 - Anlagenkonto,Dampferzeugung Worthdamm,937,14310-0351,20,,,,,,58391,38536,0,0,,OPEN
RO,SC LINDE GAZ ROMANIA SRL,SC LINDE GAZ ROMANIA SRL,206882,RO-203-2014,43,,,,,,58317,0,43003,0,,OPEN
DE,Stoßofen,Walzwerk_Stoßofen,202270,14226-0059,25,,,,,,58204,59051,0,0,,OPEN
SI,IGM,IGM Zagorje d.o.o.,15,SI-35433-75-2004,30,,,,,,58132,99382,0,0,,OPEN
GB,Macclesfield,Macclesfield,354,UK-E-IN-11698,1,,,,,,58073,32077,0,0,,OPEN
ES,Arcillas Atomizadas S.A.,Arcillas Atomizadas S.A.,528,ES101208000618,32,,,,,,58031,23055,3437,0,,OPEN
PL,Elektrociep?ownia Kalisz,ELEKTROCIEP?OWNIA KALISZ,37,PL-0037-05,20,,,,,,57952,28979,0,0,,OPEN
DE,Rockwool Werk Flechtingen,Werk Flechtingen,3901,14255-0002,33,,,,,,57932,55847,0,0,,OPEN
NL,FrieslandCampina Domo locatie Borculo,FrieslandCampina Domo locatie Borculo,35,NL-200400257,20,,,,,,57815,54804,0,0,,OPEN
DE,Kraftwerk Walheim,Kraftwerk Walheim,1464,14310-0926,20,,,,,,57780,-1,-1,-1,,OPEN
FR,KEM ONE- LAVERA,KEM ONE- Usine de LAVERA,204944,6400942,42,,,,,,57764,169264,0,0,,OPEN
GB,Brigghouse Bay Compressor Station,Brigghouse Bay Compressor Station,662,UK-S-IN-12403,1,,,,,,57740,38737,0,0,,OPEN
IT,MARGHERA AZOTATI,MARGHERA AZOTATI,272,IT-A-340,1,,,,,,57730,0,0,0,,OPEN
PL,ZAK?AD Z-2 KNURÓW,ELEKTROCIEP?OWNIA KNURÓW,69,PL-0079-05,1,,,,,,57706,29084,0,0,,OPEN
IT,Marcegaglia Specialties Srl - impianto Gazoldo degli Ippoliti,Marcegaglia S.p.A. - Gazoldo,203816,IT-A-2274,25,,,,,,57519,41760,0,0,,OPEN
FI,Iisalmen voimalaitos:FI393,Iisalmen voimalaitos,309,FI-29431104,1,,,,,,57508,30011,0,0,,OPEN
IT,Mistral Air,8487,201263,AV068,10,,,,,,57451,15072,0,0,,OPEN
IT,LINATE,LINATE,1022,IT-A-1505,1,,,,,,57397,10545,0,0,,OPEN
GB,Eider,Eider Alpha,710,GB-DTI9000,1,,,,,,57338,13421,0,0,,OPEN
AT,Vetropack Pöchlarn,Vetropack Pöchlarn,10,IGL173,31,,,,,,57278,48876,0,0,,OPEN
FI,HÄMEENLINNA:FI82,Vanajan voimalaitos,53,FI-23031104-1,1,,,,,,57201,63923,0,0,,OPEN
BE,164 BENEO-Orafti,BENEO-Orafti,164,WAI092P097,1,,,,,,57187,81992,0,0,,OPEN
DE,1286 - Anlagenkonto,KWK-Anlage,1268,14310-0713,20,,,,,,57182,28271,0,0,,OPEN
ES,Unión de Empresas Madereras S.A.,Unión de Empresas Madereras S.A.,646,ES121501000742,20,,,,,,57046,22286,0,0,,OPEN
GB,Tata Steel UK Limited,Stocksbridge Works,204986,UK-E-IN-12609,25,,,,,,56962,65462,0,0,,OPEN
DK,Ardagh Holmegaa,Ardagh Glass Holmegaard A/S,317,TCO2-1766,31,,,,,,56929,49610,1462,0,,OPEN
PT,95-DOW Portugal Produtos Químicos SUL,Dow Portugal Produtos Químicos S.U.L,77,21,20,,,,,,56926,44102,0,0,,OPEN
IT,Operator Account,Concessione Minerbio Stoccaggio,340,IT-A-523,1,,,,,,56884,31606,0,0,,OPEN
DE,Salzgitter Mannesmann Grobblech GmbH,Blechwalzwerk,201734,14226-0032,25,,,,,,56880,75679,0,0,,OPEN
PL,Przedsi?biorstwo Energetyki Cieplnej Spó?ka z o.o.,Przedsi?biorstwo Energetyki Cieplnej Spó?ka z o.o.,169,PL-0236-05,1,,,,,,56868,29581,0,0,,OPEN
ES,Corporación Alimentaria Guissona S.A. - Complejo Cárnico La Closa,Corp. Aliment. Guissona- Complejo Cárnico La Closa,402,ES082501000486,20,,,,,,56863,14146,18255,0,,OPEN
DE,717 - Anlagenkonto,Gasturbinenanl. m. Abhitzekessel u. Heißwassererz.,699,14310-0088,20,,,,,,56831,28405,0,0,,OPEN
SE,Luleå Kalkverk,Luleå Kalkverk,411,25-563-16776-04,30,,,,,,56817,87996,0,0,,OPEN
CZ,Cukrovar Opava,Cukrovar Opava,53,CZ-0103-05,1,,,,,,56786,15173,0,0,,OPEN
FR,GRT - PITGAM,Station compres.de Pitgam (GDF),1003,7002309,20,,,,,,56766,35725,0,0,,OPEN
BE,28453.THOMAS COOK AIRLINES BELGIUM,28453,201297,TCW_MP2011,10,,,,,,56722,52656,0,0,,OPEN
EE,Operator Account:EE38,Kadaka katlamaja,35,EE-KL-0032,1,,,,,,56714,54520,0,0,,OPEN
AT,voestalpine Tubulars GmbH & Co KG Kindberg,voestalpine Tubulars GmbH & Co KG,202703,IVA259,25,,,,,,56703,64832,0,0,,OPEN
ES,Compañía Española de Petróleos S.A. - Tenerife,Compañía Española de Petróleos S.A. - Tenerife,231,ES043802000302,21,,,,,,56690,87555,0,0,,OPEN
ES,Aceites del Sur - Coosur S.A,Aceites del Sur- Coosur S.A - CE JABALQIUINTO,90029,ES012301001278,20,,,,,,56689,22559,0,0,,OPEN
IT,Operator Account,ACCIAIERIE VENETE S.p.A. Stabilimento di Sarezzo,175,IT-A-214,5,,,,,,56621,48523,0,0,,OPEN
ES,Industria de Transformaciones SA,Industria de Transformaciones SA,205817,ES02441113-29078,30,,,,,,56553,0,91504,0,,OPEN
DE,Nemak - Werk Dillingen,Nemak - Werk Dillingen,205491,14633-0022,28,,,,,,56523,33916,0,0,,OPEN
FR,COGEMA LA HAGUE,COGEMA LA HAGUE,126,5305747,20,,,,,,56503,50773,0,0,,OPEN
DE,1066 - Anlagenkonto,MBM BHKW Nürnberg-Langwasser,1048,14310-0477,20,,,,,,56455,34882,0,0,,OPEN
SE,Nova Airlines AB,24970,201586,24970,10,,,,,,56300,57992,0,0,,OPEN
NO,Yara Norge AS Glomfjord,Yara Norge AS Glomfjord,109,NO-2008-1198,42,,,,,,56204,93165,0,0,,OPEN
DE,1163 - Anlagenkonto,Kraftwerk mit Abfallmitverbrennung,1145,14310-0585,20,,,,,,56195,14872,0,0,,OPEN
GB,Knauf Drywall ETS,Knauf Sittingbourne,978,UK-E-IN-11886,34,,,,,,56128,41764,0,0,,OPEN
FI,Hovinsaari CO2:FI208,Hovinsaaren voimalaitos,481,FI-48731104,1,,,,,,56109,72042,0,0,,OPEN
DE,DH-Vergüterei,DH-Vergüterei,202378,14226-0086,25,,,,,,56054,27090,0,0,,OPEN
DE,1056 - Anlagenkonto,Fernheizwerk Neukölln,1038,14310-0467,20,,,,,,55974,35830,0,0,,OPEN
IT,Mirage,Mirage Granito Ceramico S.p.A.,202463,IT-A-2201,32,,,,,,55972,31300,0,0,,OPEN
BE,184 Lutosa Leuze-en-Hainaut,Lutosa Leuze-en-Hainaut,184,WAI075P113,1,,,,,,55881,51202,0,0,,OPEN
GB,Operator Account,D200 Energy Centre,230,UK-E-IN-13245,20,,,,,,55875,32271,0,0,,OPEN
IT,Operator Account,Saint-Gobain Vetri stabilimento di Villa Poma,205,IT-A-250,7,,,,,,55838,41640,0,0,,OPEN
PL,CIEP?OWNIA,CIEP?OWNIA - CUKROWNIA STRZELIN,468,PL-0443-05,1,,,,,,55732,19831,5652,0,,OPEN
DE,139 - Anlagenkonto,Anlage zum Herstellen von Kalk,121,14240-0001,30,,,,,,55731,40906,0,0,,OPEN
DE,547 - Anlagenkonto,Industriekraftwerk,529,14280-0038,36,,,,,,55677,34087,0,0,,OPEN
ES,TUBOS REUNIDOS INDUSTRIAL SLU,TUBOS REUNIDOS INDUSTRIAL SLU,812,ES190105000952,24,,,,,,55640,71468,0,0,,OPEN
IT,Operator Account,STABILIMENTO DI PIOMBINO,408,IT-A-620,24,,,,,,55603,0,0,0,,OPEN
IT,CARMIGNANO,Stabilimento di Carmignano di Brenta,278,IT-A-346,9,,,,,,55576,22971,0,0,,OPEN
FR,RECYTECH SA,RECYTECH SA,205796,7000750,28,,,,,,55567,46967,0,0,,OPEN
ES,Unión Eléctrica de Canarias Generación -Arona,Unión Eléctrica de Canarias Generación -Arona,229,ES043801000297,20,,,,,,55535,-1,-1,-1,,OPEN
LT,Small Planet Airlines UAB,34582,200310,LT_AVIA_0001,10,,,,,,55493,12753,0,0,,OPEN
IT,Operator Account,Stabilimento di Sarego,246,IT-A-301,36,,,,,,55491,48524,0,0,,OPEN
DE,221 - Anlagenkonto,Werk Lünen,203,14250-0017,31,,,,,,55487,49620,0,0,,OPEN
FR,CPCU VAUGIRARD,CPCU - Chaufferie de Vaugirard,728,6506236,20,,,,,,55454,50729,0,0,,OPEN
DE,Perstorp Chemicals GmbH,Perstorp Chemicals GmbH,203214,14616-0179,42,,,,,,55448,39769,0,0,,OPEN
GB,Iggesund Paperboard Trading,Iggesund Paperboard (Workington) Ltd,1044,UK-E-IN-11390,9,,,,,,55419,44331,0,0,,OPEN
FR,SUCRERIE DE CAGNY,SAINT LOUIS SUCRE - Etablissement de Cagny,117,5300235,1,,,,,,55329,41853,0,0,,OPEN
DK,ARLA F Protein,Arla Foods Energy A/S Danmark Protein,280,TCO2-1091,20,,,,,,55298,25997,0,0,,OPEN
DE,Feldmuehle Uetersen GmbH Anlage Kraftwerk,Kraftwerk,2596,14310-1430,20,,,,,,55294,-1,-1,-1,,OPEN
SE,Oxelö Kalkverk,Oxelö Kalkverk,416,04-563-010788-2004,30,,,,,,55220,60147,0,0,,OPEN
ES,Fertiberia S.A-Fábrica de Avilés,Fertiberia S.A. - Fábrica de Avilés,201854,ES03331910-33846,38,,,,,,55198,53555,0,0,,OPEN
DE,1300 - Anlagenkonto,HKW-Macher,1282,14310-0731,20,,,,,,55064,-1,-1,-1,,OPEN
FI,SSOY Päästötili:FI534,Kantvikin voimalaitos,508,FI-70731104,1,,,,,,54954,23611,0,0,,OPEN
BG,AMYLUM BULGARIA,AMYLUM BULGARIA,36,BG-P17,20,,,,,,54953,40527,0,0,,OPEN
GB,SCA Prudhoe Mill,Prudhoe Paper Mill,976,UK-E-IN-11765,9,,,,,,54910,43459,0,0,,OPEN
DE,897 - Anlagenkonto,DMK Deutsche Milchkontor GmbH Werk Zeven,879,14310-0287,20,,,,,,54883,36118,0,0,,OPEN
DE,Werk Neuburg,Anlage zur Herstellung von Glas Neuburg,219,14250-0034,31,,,,,,54830,79769,0,0,,OPEN
DE,Phthalsäureanhydrid-Fabrik,Phthalsäureanhydrid-Fabrik,201968,14616-0079,42,,,,,,54803,104753,0,0,,OPEN
ES,Renault EspañaS.A.-Carrocería Montaje Valladolid,Renault EspañaS.A.-Carrocería Montaje Valladolid,907,ES064701001063,20,,,,,,54788,33408,0,0,,OPEN
IT,CONTO ETS COOPIMOLA BORGO,COOPERATIVA CERAMICA D'IMOLA SC - STABILIMENTO 3,202023,IT-A-2159,32,,,,,,54788,25275,0,0,,OPEN
ES,Neo SC El Grado S.L.U.,Neo SC El Grado S.L.U.,171,ES022201000182,20,,,,,,54722,20809,0,0,,OPEN
GB,BPEOC Cleeton,Cleeton,688,GB-DTI3700,1,,,,,,54707,76273,0,0,,OPEN
IT,ALCANTARA,ALCANTARA,202343,IT-A-1707,20,,,,,,54702,-1,-1,-1,,OPEN
GB,Peterhead Power Station,Peterhead Power Station,637,UK-S-IN-12376,1,,,,,,54696,-1,-1,-1,,OPEN
